"","genus","phylum","class","order","family","fad","lad","logsize","logvol"
"4983","Allodesma","Mollusca","Bivalvia","Modiomorphida","Allodesmatidae",445.2,445.2,1.12694271794423,2.7198521856162
"4984","Allonychia","Mollusca","Bivalvia","Myalinida","Ambonychiidae",453,453,1.83448428533481,4.73094231308238
"4985","Allopiloceras","Mollusca","Cephalopoda","Endocerida","Piloceratidae",485.4,477.7,1.81224469680037,4.62861030724639
"4990","Allorhynchoides","Brachiopoda","Rhynchonellata","Rhynchonellida","Pugnacidae",372.2,372.2,0.755366611633321,1.70623758870586
"4992","Allorhynchus","Brachiopoda","Rhynchonellata","Rhynchonellida","Allorhynchidae",372.2,254.17,1.11826472608948,2.75546975098593
"5062","Allostrophia","Mollusca","Gastropoda","Murchisoniina","Zygopleuridae",259.9,237,1.45423489574827,3.57103680963518
"5069","Allumettoceras","Mollusca","Cephalopoda","Orthocerida","Tripteroceratidae",467.3,453,1.39392600658584,3.49467168105518
"5072","Almerarhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Cyclothyrididae",72.1,72.1,1.37584643630916,3.50020499212271
"5075","Almites","Mollusca","Cephalopoda","Goniatitida","Marathonitidae",303.7,279.3,1.74554320199802,4.44780222204636
"5147","Alocolytoceras","Mollusca","Cephalopoda","","Lytoceratidae",190.8,174.1,1.57749179983723,3.99226442143316
"5195","Alocopocythere","Arthropoda","Ostracoda","Podocopida","",56,47.8,-0.0457574905606751,-0.9281830488894
"5199","Alosa","Chordata","bony fish","Clupeiformes","Clupeoidei",33.9,1,2.91907809237607,6.71122712198328
"5215","Alphachoristites","Brachiopoda","Rhynchonellata","Spiriferida","Choristitidae",315.2,295.5,1.74201774714014,4.55890081037981
"5219","Alphaneospirifer","Brachiopoda","Rhynchonellata","Spiriferida","Choristitidae",295.5,254.17,1.66388929862266,4.33301129013134
"5244","Altaethyrella","Brachiopoda","Rhynchonellata","Atrypida","",453,453,1.24895361549571,3.13332507884612
"5246","Altajella","Brachiopoda","Rhynchonellata","Spiriferida","Xenomartiniidae",419.2,410.8,1.13289976994448,2.79778344206713
"5250","Altiplecus","Brachiopoda","Rhynchonellata","Spiriferinida","Reticulariinidae",298.9,265.1,1.44043676610577,3.68695231511845
"5290","Altudoceras","Mollusca","Cephalopoda","Goniatitida","Paragastrioceratidae",272.3,259.9,1.33190656213704,3.3265552538419
"5332","Alula","Mollusca","Bivalvia","Pholadomyoida","Grammysiidae",272.3,254.17,1.46908529912312,3.692345674207
"5335","Aluterus","Chordata","bony fish","Tetraodontiformes","Monacanthidae",15.97,1,3.04139268515822,7.06237882162267
"5337","Alvania","Mollusca","Gastropoda","Neotaenioglossa","Rissoidae",72.1,1,0.869622799885188,1.85457197060437
"5411","Alvania (Alvania)","Mollusca","Gastropoda","","Rissoidae",20.44,1,0.742253669906594,1.48060667851878
"5429","Alvania (Arsenia)","Mollusca","Gastropoda","","Rissoidae",66,15.97,0.456669629423758,0.642110575639738
"5435","Alvania (Turbona)","Mollusca","Gastropoda","","Rissoidae",15.97,1,0.610447221442121,1.09361308747309
"5438","Alveinus","Mollusca","Bivalvia","Cardiida","Kelliellidae",56,3.6,0.361727836017593,0.54483355016217
"5489","Alveolella","Arthropoda","Ostracoda","Palaeocopida","",425.6,423,-0.1249387366083,-1.14795994259981
"5491","Amaea","Mollusca","Gastropoda","Ptenoglossa","Epitoniidae",72.1,2.588,2.03802374004516,5.28508452049326
"5508","Amaea (Acrilloscala)","Mollusca","Gastropoda","Ptenoglossa","Epitoniidae",47.8,3.6,1.26951294421792,3.02867934381694
"5511","Amaea (Discoscala)","Mollusca","Gastropoda","Ptenoglossa","Epitoniidae",56,20.44,1.45408227073109,3.57058869116929
"5514","Amaea (Undiscala)","Mollusca","Gastropoda","Ptenoglossa","Epitoniidae",41.3,28.1,1.42602301568988,3.48820461969959
"5517","Amaltheus","Mollusca","Cephalopoda","Ammonitida","Amaltheidae",190.8,190.8,2.30971531485915,5.977106471553
"5625","Amarassites","Mollusca","Cephalopoda","Ceratitida","Haloritidae",228,228,1.85020848241754,4.73151893627675
"5627","Amaurellina","Mollusca","Gastropoda","Architaenioglossa","Ampullinidae",72.1,20.44,1.63174807439657,4.09222877909758
"5687","Amaurellina (Amaurellina)","Mollusca","Gastropoda","Architaenioglossa","Ampullinidae",56,47.8,1.40534636017571,3.42749641261668
"5689","Amauroceras","Mollusca","Cephalopoda","Ammonitida","Amaltheidae",190.8,190.8,1.57978359661681,3.99847680675695
"5697","Amauropsina","Mollusca","Gastropoda","","",125,41.3,1.06632592536204,2.43210705925152
"5708","Amaurotoma","Mollusca","Gastropoda","Euomphalina","Microdomatidae",346.7,268.8,0.967922206730517,2.14318638132485
"5722","Ambikella","Brachiopoda","Rhynchonellata","Spiriferida","Ingelarellidae",298.9,254.17,1.44700289846616,3.70593669938463
"5841","Ambites","Mollusca","Cephalopoda","Ceratitida","Gyronitidae",252.17,252.17,1.78887511577542,4.56526226370449
"5866","Amblychilepas","Mollusca","Gastropoda","","Fissurellidae",3.6,1,1.41178800454387,3.44640956227905
"5869","Ambocoelia","Brachiopoda","Rhynchonellata","Spiriferida","Ambocoeliidae",423,279.3,0.757396028793024,1.71210515778329
"6270","Ambocythere","Arthropoda","Ostracoda","Podocopida","Trachyleberididae",33.9,33.9,-0.130768280269024,-1.16414052905752
"6274","Amboglossa","Brachiopoda","Rhynchonellata","Spiriferida","Ambocoeliidae",407.6,407.6,1.09968064110925,2.70173836222679
"6275","Ambonychia","Mollusca","Bivalvia","Myalinida","Ambonychiidae",458.4,410.8,1.60108172778402,4.06752746814703
"6380","Ambonychiopsis","Mollusca","Bivalvia","Myalinida","Ambonychiidae",458.4,453,1.45063395059701,3.63990023980495
"6384","Ambostracon","Arthropoda","Ostracoda","Podocopida","",23.03,15.97,0.181526005128501,-0.297330881645603
"6387","Ambothyris","Brachiopoda","Rhynchonellata","Spiriferida","Ambocoeliidae",419.2,382.7,0.901458321396112,2.12862644778085
"6398","Americardia","Mollusca","Bivalvia","Cardiida","Cardiidae",47.8,1,1.77815125038364,4.57082336649059
"6436","Amerista","Brachiopoda","Rhynchonellata","Athyridida","Meristidae",425.6,425.6,1.20085049809108,2.99424654446876
"6437","Ametoria","Brachiopoda","Strophomenata","Productida","Echinoconchidae",272.3,272.3,1.48358729696889,3.754802359998
"6440","Ameura","Arthropoda","Trilobita","Proetida","Phillipsiidae",330.9,298.9,1.56561172490206,3.32579069360691
"6451","Amia","Chordata","bony fish","Amiiformes","Amiidae",129.4,1,3.03742649794062,7.05099233575153
"6518","Amiantis","Mollusca","Bivalvia","Cardiida","Veneridae",38,1,2.08778141780954,5.45090476605052
"6549","Amicytheridea","Arthropoda","Ostracoda","","",170.3,166.1,-0.221848749616356,-1.41694512143287
"6565","Amissopecten","Brachiopoda","Rhynchonellata","Rhynchonellida","Septalariidae",407.6,393.3,1.266349311987,3.18362052959896
"6572","Ammodytes","Chordata","bony fish","Perciformes","",33.9,5.333,2.47712125471966,5.4424178067553
"6574","Ammonellipsites","Mollusca","Cephalopoda","Goniatitida","Pericyclidae",358.9,346.7,1.56253076886226,3.95170947778134
"6578","Ammonicera","Mollusca","Gastropoda","","",23.03,23.03,-0.142667503568732,-1.11758807374997
"6579","Ammonitoceras","Mollusca","Cephalopoda","","Ancyloceratidae",125,125,2.55430740880556,6.6401235192603
"6582","Amnicola","Mollusca","Gastropoda","","Hydrobiidae",170.3,1,0.598425706672872,1.05831702097135
"6585","Amoeboceras","Mollusca","Cephalopoda","","Cardioceratidae",163.5,152.1,1.50785587169583,3.80350195268068
"6594","Amoenirhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Prionorhynchiidae",237,237,0.940516484932567,2.24155368479189
"6596","Amoenospirifer","Brachiopoda","Rhynchonellata","Spiriferida","Adolfiidae",407.6,393.3,1.20167017964658,2.99661645551707
"6601","Amonotis","Mollusca","Bivalvia","Ostreida","Posidoniidae",237,228,1.3732798932775,3.42003191239565
"6603","Amoria","Mollusca","Gastropoda","Neogastropoda","Volutidae",3.6,1,1.95832493164405,5.05108285802135
"6604","Amosina","Brachiopoda","Strophomenata","Productida","Strophochonetidae",423,419.2,0.75966784468963,1.69323297574313
"6607","Amotapus","Mollusca","Bivalvia","Myoida","Raetomyidae",56,38,1.99834653739636,5.19669835141767
"6612","Amphiaraus","Mollusca","Bivalvia","Carditida","Astartidae",125,125,1.49229465763432,3.758315101189
"6613","Amphiclina","Brachiopoda","Rhynchonellata","Athyridida","Koninckinidae",237,208.5,1.11892575282578,2.75738094998152
"6632","Amphiclinodonta","Brachiopoda","Rhynchonellata","Athyridida","Koninckinidae",237,190.8,0.935759103745312,2.22779886725204
"6636","Amphicoelia","Mollusca","Bivalvia","Myalinida","Ambonychiidae",453,427.4,1.75120209458835,4.49422407725965
"6643","Amphicyrtoceras","Mollusca","Cephalopoda","Oncocerida","Acleistoceratidae",440.8,438.5,1.88583220422462,4.82808434229535
"6654","Amphicytherura","Arthropoda","Ostracoda","Podocopida","Schizocytheridae",113,113,-0.231444112568419,-1.44357818379159
"6656","Amphidonte","Mollusca","Bivalvia","Ostreida","Gryphaeidae",129.4,72.1,1.8090785018637,4.65872984857982
"6696","Amphigenia","Brachiopoda","Rhynchonellata","Terebratulida","Centronellidae",393.3,387.7,1.75868484988244,4.60708970845512
"6702","Amphilichas","Arthropoda","Trilobita","Lichida","Lichidae",467.3,445.2,1.75262456262677,3.84908121926422
"6736","Amphipella","Brachiopoda","Rhynchonellata","Rhynchonellida","Amphipellidae",279.3,279.3,0.567614442730844,1.16339758402425
"6739","Amphiperca","Chordata","bony fish","Perciformes","",47.8,47.8,2.30102999566398,4.93687923198216
"6746","Amphiplecia","Brachiopoda","Strophomenata","Orthotetida","Triplesiidae",453,445.2,1.2964457942064,3.22186296818597
"6749","Amphiscapha","Mollusca","Gastropoda","Euomphalina","Euomphalidae",330.9,279.3,1.32364867994713,3.18762591295535
"6844","Amphiscapha (Amphiscapha)","Mollusca","Gastropoda","Euomphalina","Euomphalidae",295.5,279.3,1.32364867994713,3.18762591295535
"6852","Amphissa","Mollusca","Gastropoda","Neogastropoda","Columbellidae",7.246,1,1.41680687182294,3.46114533199244
"6854","Amphissites","Arthropoda","Ostracoda","Palaeocopida","Amphissitidae",393.3,254.17,0.315445518224584,0.0743785326993422
"6919","Amphissites (Amphissites)","Arthropoda","Ostracoda","Palaeocopida","Amphissitidae",393.3,254.17,0.176091259055681,-0.312415660802414
"6926","Amphistium","Chordata","bony fish","Perciformes","Scombridae",56,56,1.77815125038364,3.4357520489196
"6927","Amphistrophia","Brachiopoda","Strophomenata","Strophomenida","Amphistrophiidae",443.4,419.2,1.37425941324593,3.44345968614249
"6952","Amphistrophia (Amphistrophiella)","Brachiopoda","Strophomenata","Strophomenida","Amphistrophiidae",433.4,423,1.36921585741014,3.42909670657882
"6980","Amphistrophia (Pembrostrophia)","Brachiopoda","Strophomenata","Strophomenida","Amphistrophiidae",433.4,433.4,1.37425941324593,3.44345968614249
"6981","Amphitomaria","Mollusca","Gastropoda","","Discohelicidae",237,237,0.925827574624742,2.01959339302921
"6984","Amphitoxotis","Arthropoda","Ostracoda","Palaeocopida","",430.5,430.5,0.167834044484207,-0.335334534396894
"6985","Amphitrochus","Mollusca","Gastropoda","Archaeogastropoda","Nododelphinulidae",208.5,168.3,1.1796666686905,2.76488395889077
"6994","Amphizona","Arthropoda","Ostracoda","Palaeocopida","Arcyzonidae",387.7,387.7,-0.00978803914519227,-0.828345591219103
"6998","Ampulla","Mollusca","Gastropoda","Neogastropoda","Volutidae",11.62,3.6,1.9057419273916,4.89669522463396
"7000","Ampullina","Mollusca","Gastropoda","Architaenioglossa","Ampullinidae",247.2,5.333,1.9308981144101,4.97055567125643
"7218","Ampullina (Ampullina)","Mollusca","Gastropoda","Architaenioglossa","Ampullinidae",100.5,41.3,1.55351894014897,3.8625421898634
"7221","Ampullina (Pseudamaura)","Mollusca","Gastropoda","Architaenioglossa","Ampullinidae",237,41.3,1.75853342223729,4.46448004316285
"7253","Ampullonatica","Mollusca","Gastropoda","Architaenioglossa","Ampullinidae",47.8,15.97,1.5472823079633,3.84423097130256
"7258","Ampuloides","Arthropoda","Ostracoda","Podocopida","",387.7,382.7,-0.0861861476162833,-1.04039755810817
"7263","Ampyx","Arthropoda","Trilobita","Asaphida","Raphiophoridae",485.4,423,1.4923878438769,3.12089907408756
"7321","Ampyxina","Arthropoda","Trilobita","Asaphida","Raphiophoridae",467.3,453,1,1.74312257069636
"7326","Ampyxinella","Arthropoda","Trilobita","Asaphida","Raphiophoridae",453,453,1.06348347802753,1.92075905272484
"7339","Ampyxoides","Arthropoda","Trilobita","Asaphida","Raphiophoridae",467.3,467.3,0.602602520420256,0.631143636446431
"7340","Amsdenina","Brachiopoda","Rhynchonellata","Pentamerida","Gypidulidae",433.4,433.4,1.33142729652074,3.37177778836977
"7345","Amurothyris","Brachiopoda","Rhynchonellata","Terebratulida","Heterelasminidae",265.1,265.1,1.02503263815168,2.48591170886864
"7346","Amusium","Mollusca","Bivalvia","Pectinida","Pectinidae",242,1,2.14612803567824,5.61674704666667
"7529","Amyclina","Mollusca","Gastropoda","Neogastropoda","Nassariidae",13.82,1,1.30081279411812,3.12057804417022
"7543","Amydroptychus","Brachiopoda","Rhynchonellata","Rhynchonellida","Tetrarhynchiidae",170.3,166.1,1.32613095671079,3.35646470227317
"7545","Amygdalella","Arthropoda","Ostracoda","Palaeocopida","Primitiopsidae",425.6,423,0.266349311986998,-0.0618937822547745
"7550","Amygdalocosta","Brachiopoda","Rhynchonellata","Terebratulida","Dielasmatidae",259.9,254.17,1.19390340255275,2.97416069727671
"7556","Amygdalum","Mollusca","Bivalvia","Mytilida","Mytilidae",125,7.246,1.8750612633917,4.84627682307251
"7564","Anabaia","Brachiopoda","Rhynchonellata","Rhynchonellida","Leptocoeliidae",443.4,440.8,0.947237607870666,2.26098618684238
"7569","Anachis","Mollusca","Gastropoda","Neogastropoda","Columbellidae",20.44,1,1.34576569311449,3.25256311783838
"7611","Anachis (Costoanachis)","Mollusca","Gastropoda","Neogastropoda","Columbellidae",23.03,1,0.894592947922956,1.92788619286477
"7684","Anadara","Mollusca","Bivalvia","Arcida","Arcidae",41.3,1,2.19312459835446,5.75032834786367
"7816","Anadara (Anadara)","Mollusca","Bivalvia","Arcida","Arcidae",38,1,2.182129214053,5.71907547194018
"7838","Anadara (Cunearca)","Mollusca","Bivalvia","Arcida","Arcidae",139.8,1,1.89209460269048,4.89469176020177
"8062","Anadara (Diluvarca)","Mollusca","Bivalvia","Arcida","Arcidae",20.44,11.62,2,5.20139809270719
"8122","Anadara (Larkinia)","Mollusca","Bivalvia","Arcida","Arcidae",5.333,1,2.19312459835446,5.75032834786367
"8134","Anadara (Lunarca)","Mollusca","Bivalvia","Arcida","Arcidae",38,1,1.88081359228079,4.86262703113371
"8171","Anadara (Potiarca)","Mollusca","Bivalvia","Arcida","Arcidae",20.44,3.6,1.73559889969818,4.44987412999608
"8226","Anadara (Rasia)","Mollusca","Bivalvia","Arcida","Arcidae",41.3,1,1.7160033436348,4.39417644217455
"8477","Anadara (Tegillarca)","Mollusca","Bivalvia","Arcida","Arcidae",3.6,1,1.94448267215017,5.04359768197815
"8479","Anadara (Tosarca)","Mollusca","Bivalvia","Arcida","Arcidae",23.03,3.6,1.87215627274829,4.8380197845145
"8507","Anadyrella","Brachiopoda","Rhynchonellata","Terebratulida","Notothyrididae",228,228,1.32674537956532,3.35824115741176
"8509","Anaethalion","Chordata","bony fish","Elopiformes","",113,113,2.23044892137827,4.73424875565016
"8510","Anagaudryceras","Mollusca","Cephalopoda","","Gaudryceratidae",113,72.1,1.91472083736057,4.90639290879503
"8626","Anahamulina","Mollusca","Cephalopoda","","Hamulinidae",139.8,125,2.05461305455689,5.28559946182062
"8694","Anahoplites","Mollusca","Cephalopoda","","Hoplitidae",113,100.5,1.63808972198451,4.15652752082871
"8703","Anakinetica","Brachiopoda","Rhynchonellata","Terebratulida","Terebratellidae",23.03,1,1.30470589821277,3.29451932543221
"8725","Analectis","Chordata","bony fish","Lampridiformes","",33.9,33.9,1.69897000433602,3.20843142840532
"8726","Ananias","Mollusca","Gastropoda","Murchisoniina","Gosseletinidae",346.7,247.2,1.59192035997708,3.97529163068109
"8809","Anapella","Mollusca","Bivalvia","Veneroida","Mesodesmatidae",3.6,3.6,1.51587384371168,3.82533571244262
"8810","Anapteris","Mollusca","Bivalvia","Myoida","Corbulidae",56,47.8,1.06082370457181,2.53191793389234
"8816","Anaptychius","Brachiopoda","Rhynchonellata","Terebratulida","Notothyrididae",279.3,279.3,0.825858682028589,1.91004836781466
"8819","Anarcestes","Mollusca","Cephalopoda","Agoniatitida","Anarcestidae",407.6,387.7,1.60766943668824,4.07406709693636
"8839","Anarhynchia","Brachiopoda","Rhynchonellata","Rhynchonellida","Peregrinellidae",190.8,190.8,1.50745106090197,3.8807079468832
"8840","Anaspyroceras","Mollusca","Cephalopoda","Orthocerida","Dawsonoceratidae",453,410.8,1.59228781595213,4.03237205845466
"8848","Anastrophia","Brachiopoda","Rhynchonellata","Pentamerida","Parastrophinidae",453,410.8,1.4895366294821,3.82891269949575
"8902","Anastrophia (Grayina)","Brachiopoda","Rhynchonellata","Pentamerida","Parastrophinidae",433.4,410.8,1.07129273383457,2.61966159151375
"8922","Anataphrus","Arthropoda","Trilobita","Asaphida","Asaphidae",453,453,1.34869419026554,2.71882225173275
"8923","Anathyris","Brachiopoda","Rhynchonellata","Athyridida","Athyrididae",407.6,382.7,1.73013600399668,4.52454762265727
"8933","Anatibetites","Mollusca","Cephalopoda","Ceratitida","Tibetitidae",228,228,1.7246269092119,4.39110431955785
"8935","Anatimya","Mollusca","Bivalvia","Pandorida","Laternulidae",100.5,72.1,1.75193862496339,4.49631756410778
"8982","Anatina","Mollusca","Bivalvia","Cardiida","Mactridae",208.5,1,1.90955602924118,4.94432347679065
"8999","Anatomites","Mollusca","Cephalopoda","Ceratitida","Haloritidae",237,237,1.41313205043487,3.54673360294916
"9002","Anatropites","Mollusca","Cephalopoda","Ceratitida","Tropitidae",237,237,1.44607093570101,3.63602120874032
"9003","Anatrypa","Brachiopoda","Rhynchonellata","Atrypida","Atrypidae",423,387.7,1.22180531799655,3.05483234010609
"9012","Anatsabites","Mollusca","Cephalopoda","Goniatitida","Paragastrioceratidae",272.3,268.8,1.33415205299229,3.33264211745828
"9015","Anazyga","Brachiopoda","Rhynchonellata","Atrypida","Anazygidae",458.4,453,0.897993429972564,2.1186085519154
"9021","Anchigonites","Brachiopoda","Strophomenata","Billingsellida","Gonambonitidae",477.7,477.7,0.949877704036875,2.23491039769812
"9022","Anchiopella","Arthropoda","Trilobita","Phacopida","Dalmanitidae",393.3,393.3,1.86039790512731,4.15064751671795
"9023","Anchistrocheles","Arthropoda","Ostracoda","Podocopida","",5.333,5.333,-0.239954672034189,-1.46720024604103
"9024","Anchoa","Chordata","bony fish","Clupeiformes","",11.62,5.333,2.38021124171161,5.16419985249643
"9027","Anchura","Mollusca","Gastropoda","Neotaenioglossa","Aporrhaidae",170.3,59.2,1.6398847419163,4.11611864351083
"9206","Ancilla","Mollusca","Gastropoda","Neogastropoda","Olividae",66,1,1.86439240515059,4.77528993463113
